series_id,category1_id,category2_id,category3_id,category4_id,category5_id,category6_id,category7_id,category8_id,category9_id,geoset_id
ELEC.COST_BTU.PC-ENC-1.A,0,41141,41152,41419,41785,,,,,ELEC.COST_BTU.PC-1.A
ELEC.COST_BTU.NG-AK-1.A,0,41141,41152,41419,41786,,,,,ELEC.COST_BTU.NG-1.A
ELEC.CONS_UTO_BTU.PEL-AK-98.A,0,34,376,418,827,,,,,ELEC.CONS_UTO_BTU.PEL-98.A
ELEC.CONS_UTO_BTU.PC-CA-98.A,0,34,376,418,828,,,,,ELEC.CONS_UTO_BTU.PC-98.A
ELEC.CONS_UTO_BTU.NG-AL-98.A,0,34,376,418,829,,,,,ELEC.CONS_UTO_BTU.NG-98.A
ELEC.COST_BTU.LIG-US-94.A,0,41141,41152,41420,41790,,,,,ELEC.COST_BTU.LIG-94.A
ELEC.CONS_EG_BTU.NG-AK-6.A,0,33,374,412,821,,,,,ELEC.CONS_EG_BTU.NG-6.A
ELEC.COST_BTU.PC-CA-94.A,0,41141,41152,41420,41792,,,,,ELEC.COST_BTU.PC-94.A
ELEC.COST_BTU.NG-AL-94.A,0,41141,41152,41420,41793,,,,,ELEC.COST_BTU.NG-94.A
ELEC.COST_BTU.COW-US-2.A,0,41141,41152,41421,41794,,,,,ELEC.COST_BTU.COW-2.A
ELEC.COST_BTU.BIT-US-2.A,0,41141,41152,41421,41795,,,,,ELEC.COST_BTU.BIT-2.A
ELEC.COST_BTU.SUB-US-2.A,0,41141,41152,41421,41796,,,,,ELEC.COST_BTU.SUB-2.A
ELEC.COST_BTU.LIG-US-2.A,0,41141,41152,41421,41797,,,,,ELEC.COST_BTU.LIG-2.A
ELEC.COST_BTU.PEL-US-2.A,0,41141,41152,41421,41798,,,,,ELEC.COST_BTU.PEL-2.A
ELEC.COST_BTU.PC-US-2.A,0,41141,41152,41421,41799,,,,,ELEC.COST_BTU.PC-2.A
ELEC.COST_BTU.NG-US-2.A,0,41141,41152,41421,41800,,,,,ELEC.COST_BTU.NG-2.A
ELEC.COST_BTU.COW-US-3.A,0,41141,41152,41422,41801,,,,,ELEC.COST_BTU.COW-3.A
ELEC.COST_BTU.BIT-US-3.A,0,41141,41152,41422,41802,,,,,ELEC.COST_BTU.BIT-3.A
ELEC.COST_BTU.SUB-US-3.A,0,41141,41152,41422,41803,,,,,ELEC.COST_BTU.SUB-3.A
ELEC.CONS_UTO_BTU.PC-CA-3.A,0,34,376,422,844,,,,,ELEC.CONS_UTO_BTU.PC-3.A
ELEC.COST_BTU.PEL-US-3.A,0,41141,41152,41422,41805,,,,,ELEC.COST_BTU.PEL-3.A
ELEC.COST_BTU.PC-US-3.A,0,41141,41152,41422,41806,,,,,ELEC.COST_BTU.PC-3.A
ELEC.COST_BTU.NG-US-3.A,0,41141,41152,41422,41807,,,,,ELEC.COST_BTU.NG-3.A
ELEC.CONS_UTO_BTU.PC-IA-96.A,0,34,376,423,848,,,,,ELEC.CONS_UTO_BTU.PC-96.A
ELEC.CONS_EG_BTU.PC-AR-7.A,0,33,374,413,824,,,,,ELEC.CONS_EG_BTU.PC-7.A
ELEC.CONS_EG_BTU.NG-AK-97.A,0,33,374,411,817,,,,,ELEC.CONS_EG_BTU.NG-97.A
ELEC.COST_BTU.PEL-US-96.A,0,41141,41152,41423,41812,,,,,ELEC.COST_BTU.PEL-96.A
ELEC.CONS_UTO_BTU.NG-MAT-4.A,0,34,376,424,853,,,,,ELEC.CONS_UTO_BTU.NG-4.A
ELEC.CONS_UTO_BTU.COW-AK-5.A,0,34,376,425,854,,,,,ELEC.CONS_UTO_BTU.COW-5.A
ELEC.CONS_EG_BTU.NG-AK-7.A,0,33,374,413,825,,,,,ELEC.CONS_EG_BTU.NG-7.A
ELEC.CONS_UTO_BTU.PC-IA-5.A,0,34,376,425,856,,,,,ELEC.CONS_UTO_BTU.PC-5.A
ELEC.CONS_UTO_BTU.NG-AK-5.A,0,34,376,425,857,,,,,ELEC.CONS_UTO_BTU.NG-5.A
ELEC.CONS_UTO_BTU.COW-AL-97.A,0,34,376,426,858,,,,,ELEC.CONS_UTO_BTU.COW-97.A
ELEC.CONS_UTO_BTU.PEL-AK-97.A,0,34,376,426,859,,,,,ELEC.CONS_UTO_BTU.PEL-97.A
ELEC.CONS_UTO_BTU.PC-AR-97.A,0,34,376,426,860,,,,,ELEC.CONS_UTO_BTU.PC-97.A
ELEC.CONS_UTO_BTU.COW-AK-98.A,0,34,376,418,826,,,,,ELEC.CONS_UTO_BTU.COW-98.A
ELEC.COST_BTU.COW-US-5.A,0,41141,41152,41425,41822,,,,,ELEC.COST_BTU.COW-5.A
ELEC.COST_BTU.BIT-US-5.A,0,41141,41152,41425,41823,,,,,ELEC.COST_BTU.BIT-5.A
ELEC.COST_BTU.SUB-US-5.A,0,41141,41152,41425,41824,,,,,ELEC.COST_BTU.SUB-5.A
ELEC.COST_BTU.PEL-US-5.A,0,41141,41152,41425,41826,,,,,ELEC.COST_BTU.PEL-5.A
ELEC.COST_BTU.PC-US-5.A,0,41141,41152,41425,41827,,,,,ELEC.COST_BTU.PC-5.A
ELEC.COST_BTU.NG-US-5.A,0,41141,41152,41425,41828,,,,,ELEC.COST_BTU.NG-5.A
ELEC.CONS_EG_BTU.NG-AK-5.A,0,33,374,410,813,,,,,ELEC.CONS_EG_BTU.NG-5.A
ELEC.CONS_TOT.COW-AK-98.A,0,35,378,433,870,,,,,ELEC.CONS_TOT.COW-98.A
ELEC.CONS_TOT.PEL-AK-98.A,0,35,378,433,871,,,,,ELEC.CONS_TOT.PEL-98.A
ELEC.CONS_TOT.PC-CA-98.A,0,35,378,433,872,,,,,ELEC.CONS_TOT.PC-98.A
ELEC.CONS_TOT.NG-AK-98.A,0,35,378,433,873,,,,,ELEC.CONS_TOT.NG-98.A
ELEC.CONS_TOT.COW-AK-1.A,0,35,378,434,874,,,,,ELEC.CONS_TOT.COW-1.A
ELEC.CONS_TOT.PEL-AK-1.A,0,35,378,434,875,,,,,ELEC.CONS_TOT.PEL-1.A
ELEC.COST_BTU.COW-US-6.A,0,41141,41152,41427,41836,,,,,ELEC.COST_BTU.COW-6.A
ELEC.COST_BTU.BIT-US-6.A,0,41141,41152,41427,41837,,,,,ELEC.COST_BTU.BIT-6.A
ELEC.COST_BTU.SUB-US-6.A,0,41141,41152,41427,41838,,,,,ELEC.COST_BTU.SUB-6.A
ELEC.COST_BTU.LIG-US-6.A,0,41141,41152,41427,41839,,,,,ELEC.COST_BTU.LIG-6.A
ELEC.COST_BTU.PEL-US-6.A,0,41141,41152,41427,41840,,,,,ELEC.COST_BTU.PEL-6.A
ELEC.CONS_TOT.NG-AL-94.A,0,35,378,435,881,,,,,ELEC.CONS_TOT.NG-94.A
ELEC.COST_BTU.NG-US-6.A,0,41141,41152,41427,41842,,,,,ELEC.COST_BTU.NG-6.A
ELEC.CONS_TOT.PEL-AK-2.A,0,35,378,436,883,,,,,ELEC.CONS_TOT.PEL-2.A
ELEC.CONS_TOT.PC-CA-2.A,0,35,378,436,884,,,,,ELEC.CONS_TOT.PC-2.A
ELEC.CONS_TOT.NG-AL-2.A,0,35,378,436,885,,,,,ELEC.CONS_TOT.NG-2.A
ELEC.CONS_TOT.COW-AK-3.A,0,35,378,437,886,,,,,ELEC.CONS_TOT.COW-3.A
ELEC.CONS_TOT.PEL-AK-3.A,0,35,378,437,887,,,,,ELEC.CONS_TOT.PEL-3.A
ELEC.CONS_TOT.PC-CA-3.A,0,35,378,437,888,,,,,ELEC.CONS_TOT.PC-3.A
ELEC.CONS_TOT.NG-AL-3.A,0,35,378,437,889,,,,,ELEC.CONS_TOT.NG-3.A
ELEC.CONS_TOT.COW-AK-96.A,0,35,378,438,890,,,,,ELEC.CONS_TOT.COW-96.A
ELEC.CONS_TOT.PEL-AK-96.A,0,35,378,438,891,,,,,ELEC.CONS_TOT.PEL-96.A
ELEC.CONS_TOT.PC-IA-96.A,0,35,378,438,892,,,,,ELEC.CONS_TOT.PC-96.A
ELEC.CONS_TOT.NG-AK-96.A,0,35,378,438,893,,,,,ELEC.CONS_TOT.NG-96.A
ELEC.CONS_TOT.COW-AK-4.A,0,35,378,439,894,,,,,ELEC.CONS_TOT.COW-4.A
ELEC.CONS_TOT.PEL-AK-4.A,0,35,378,439,895,,,,,ELEC.CONS_TOT.PEL-4.A
ELEC.CONS_TOT.NG-AK-4.A,0,35,378,439,897,,,,,ELEC.CONS_TOT.NG-4.A
ELEC.CONS_TOT.COW-AK-5.A,0,35,378,440,898,,,,,ELEC.CONS_TOT.COW-5.A
ELEC.CONS_EG_BTU.COW-AL-97.A,0,33,374,411,814,,,,,ELEC.CONS_EG_BTU.COW-97.A
ELEC.CONS_TOT.PC-IA-5.A,0,35,378,440,900,,,,,ELEC.CONS_TOT.PC-5.A
ELEC.CONS_TOT.NG-AK-5.A,0,35,378,440,901,,,,,ELEC.CONS_TOT.NG-5.A
ELEC.CONS_TOT.COW-AL-97.A,0,35,378,441,902,,,,,ELEC.CONS_TOT.COW-97.A
ELEC.CONS_TOT.PEL-AK-97.A,0,35,378,441,903,,,,,ELEC.CONS_TOT.PEL-97.A
ELEC.CONS_TOT.PC-AR-97.A,0,35,378,441,904,,,,,ELEC.CONS_TOT.PC-97.A
ELEC.CONS_TOT.NG-AK-97.A,0,35,378,441,905,,,,,ELEC.CONS_TOT.NG-97.A
ELEC.CONS_TOT.COW-ENC-6.A,0,35,378,442,906,,,,,ELEC.CONS_TOT.COW-6.A
ELEC.CONS_TOT.PEL-AK-6.A,0,35,378,442,907,,,,,ELEC.CONS_TOT.PEL-6.A
ELEC.CONS_TOT.PC-LA-6.A,0,35,378,442,908,,,,,ELEC.CONS_TOT.PC-6.A
ELEC.CONS_UTO_BTU.COW-AK-94.A,0,34,376,420,834,,,,,ELEC.CONS_UTO_BTU.COW-94.A
ELEC.CONS_TOT.COW-AL-7.A,0,35,378,443,910,,,,,ELEC.CONS_TOT.COW-7.A
ELEC.CONS_TOT.PEL-AK-7.A,0,35,378,443,911,,,,,ELEC.CONS_TOT.PEL-7.A
ELEC.CONS_TOT.PC-AR-7.A,0,35,378,443,912,,,,,ELEC.CONS_TOT.PC-7.A
ELEC.CONS_TOT.NG-AK-7.A,0,35,378,443,913,,,,,ELEC.CONS_TOT.NG-7.A
ELEC.CONS_EG.COW-AK-98.A,0,36,380,448,914,,,,,ELEC.CONS_EG.COW-98.A
ELEC.CONS_UTO_BTU.PEL-AK-94.A,0,34,376,420,835,,,,,ELEC.CONS_UTO_BTU.PEL-94.A
ELEC.CONS_EG.PC-CA-98.A,0,36,380,448,916,,,,,ELEC.CONS_EG.PC-98.A
ELEC.CONS_EG.NG-AK-98.A,0,36,380,448,917,,,,,ELEC.CONS_EG.NG-98.A
ELEC.CONS_EG.COW-AK-1.A,0,36,380,449,918,,,,,ELEC.CONS_EG.COW-1.A
ELEC.CONS_EG.PEL-AK-1.A,0,36,380,449,919,,,,,ELEC.CONS_EG.PEL-1.A
ELEC.CONS_EG.PC-ENC-1.A,0,36,380,449,920,,,,,ELEC.CONS_EG.PC-1.A
ELEC.CONS_UTO_BTU.PC-CA-94.A,0,34,376,420,836,,,,,ELEC.CONS_UTO_BTU.PC-94.A
ELEC.CONS_EG.COW-AK-94.A,0,36,380,450,922,,,,,ELEC.CONS_EG.COW-94.A
ELEC.CONS_EG.PEL-AK-94.A,0,36,380,450,923,,,,,ELEC.CONS_EG.PEL-94.A
ELEC.CONS_EG.PC-CA-94.A,0,36,380,450,924,,,,,ELEC.CONS_EG.PC-94.A
ELEC.CONS_EG.NG-AL-94.A,0,36,380,450,925,,,,,ELEC.CONS_EG.NG-94.A
ELEC.CONS_UTO_BTU.NG-AK-96.A,0,34,376,423,849,,,,,ELEC.CONS_UTO_BTU.NG-96.A
ELEC.CONS_UTO_BTU.NG-AL-94.A,0,34,376,420,837,,,,,ELEC.CONS_UTO_BTU.NG-94.A
ELEC.CONS_EG.PC-CA-2.A,0,36,380,451,928,,,,,ELEC.CONS_EG.PC-2.A
ELEC.CONS_EG_BTU.PEL-AK-97.A,0,33,374,411,815,,,,,ELEC.CONS_EG_BTU.PEL-97.A
ELEC.CONS_EG.COW-AK-3.A,0,36,380,452,930,,,,,ELEC.CONS_EG.COW-3.A
ELEC.CONS_EG.PEL-AK-3.A,0,36,380,452,931,,,,,ELEC.CONS_EG.PEL-3.A
ELEC.CONS_EG.PC-CA-3.A,0,36,380,452,932,,,,,ELEC.CONS_EG.PC-3.A
ELEC.CONS_EG.NG-AL-3.A,0,36,380,452,933,,,,,ELEC.CONS_EG.NG-3.A
ELEC.CONS_EG.COW-AK-96.A,0,36,380,453,934,,,,,ELEC.CONS_EG.COW-96.A
ELEC.CONS_EG.PEL-AK-96.A,0,36,380,453,935,,,,,ELEC.CONS_EG.PEL-96.A
ELEC.CONS_EG.PC-IA-96.A,0,36,380,453,936,,,,,ELEC.CONS_EG.PC-96.A
ELEC.CONS_EG.NG-AK-96.A,0,36,380,453,937,,,,,ELEC.CONS_EG.NG-96.A
ELEC.CONS_EG.COW-AK-4.A,0,36,380,454,938,,,,,ELEC.CONS_EG.COW-4.A
ELEC.CONS_EG.PEL-AK-4.A,0,36,380,454,939,,,,,ELEC.CONS_EG.PEL-4.A
ELEC.CONS_EG.NG-AK-4.A,0,36,380,454,941,,,,,ELEC.CONS_EG.NG-4.A
ELEC.CONS_EG.COW-AK-5.A,0,36,380,455,942,,,,,ELEC.CONS_EG.COW-5.A
ELEC.CONS_EG.PEL-AK-5.A,0,36,380,455,943,,,,,ELEC.CONS_EG.PEL-5.A
ELEC.CONS_EG.PC-IA-5.A,0,36,380,455,944,,,,,ELEC.CONS_EG.PC-5.A
ELEC.CONS_EG.NG-AK-5.A,0,36,380,455,945,,,,,ELEC.CONS_EG.NG-5.A
ELEC.CONS_EG.COW-AL-97.A,0,36,380,456,946,,,,,ELEC.CONS_EG.COW-97.A
ELEC.CONS_EG.PEL-AK-97.A,0,36,380,456,947,,,,,ELEC.CONS_EG.PEL-97.A
ELEC.CONS_EG.PC-AR-97.A,0,36,380,456,948,,,,,ELEC.CONS_EG.PC-97.A
ELEC.CONS_EG.NG-AK-97.A,0,36,380,456,949,,,,,ELEC.CONS_EG.NG-97.A
ELEC.CONS_EG.COW-ENC-6.A,0,36,380,457,950,,,,,ELEC.CONS_EG.COW-6.A
ELEC.CONS_EG.PEL-AK-6.A,0,36,380,457,951,,,,,ELEC.CONS_EG.PEL-6.A
ELEC.CONS_EG.PC-LA-6.A,0,36,380,457,952,,,,,ELEC.CONS_EG.PC-6.A
ELEC.CONS_EG.NG-AK-6.A,0,36,380,457,953,,,,,ELEC.CONS_EG.NG-6.A
ELEC.CONS_EG.COW-AL-7.A,0,36,380,458,954,,,,,ELEC.CONS_EG.COW-7.A
ELEC.CONS_EG.PEL-AK-7.A,0,36,380,458,955,,,,,ELEC.CONS_EG.PEL-7.A
ELEC.CONS_EG.PC-AR-7.A,0,36,380,458,956,,,,,ELEC.CONS_EG.PC-7.A
ELEC.CONS_UTO_BTU.COW-AK-3.A,0,34,376,422,842,,,,,ELEC.CONS_UTO_BTU.COW-3.A
ELEC.CONS_UTO.COW-AK-98.A,0,37,382,463,958,,,,,ELEC.CONS_UTO.COW-98.A
ELEC.CONS_UTO.PEL-AK-98.A,0,37,382,463,959,,,,,ELEC.CONS_UTO.PEL-98.A
ELEC.CONS_UTO.PC-CA-98.A,0,37,382,463,960,,,,,ELEC.CONS_UTO.PC-98.A
ELEC.CONS_UTO.NG-AL-98.A,0,37,382,463,961,,,,,ELEC.CONS_UTO.NG-98.A
ELEC.CONS_UTO_BTU.PEL-AK-3.A,0,34,376,422,843,,,,,ELEC.CONS_UTO_BTU.PEL-3.A
ELEC.CONS_UTO.COW-AK-94.A,0,37,382,465,965,,,,,ELEC.CONS_UTO.COW-94.A
ELEC.CONS_UTO.PEL-AK-94.A,0,37,382,465,966,,,,,ELEC.CONS_UTO.PEL-94.A
ELEC.CONS_UTO.PC-CA-94.A,0,37,382,465,967,,,,,ELEC.CONS_UTO.PC-94.A
ELEC.CONS_UTO.NG-AL-94.A,0,37,382,465,968,,,,,ELEC.CONS_UTO.NG-94.A
ELEC.SULFUR_CONTENT.SUB-AK-98.A,0,41142,41154,41436,41929,,,,,ELEC.SULFUR_CONTENT.SUB-98.A
ELEC.SULFUR_CONTENT.LIG-ESC-98.A,0,41142,41154,41436,41930,,,,,ELEC.SULFUR_CONTENT.LIG-98.A
ELEC.SULFUR_CONTENT.PEL-AK-98.A,0,41142,41154,41436,41931,,,,,ELEC.SULFUR_CONTENT.PEL-98.A
ELEC.SULFUR_CONTENT.PC-CA-98.A,0,41142,41154,41436,41932,,,,,ELEC.SULFUR_CONTENT.PC-98.A
ELEC.CONS_UTO.COW-AK-3.A,0,37,382,467,973,,,,,ELEC.CONS_UTO.COW-3.A
ELEC.CONS_UTO.PEL-AK-3.A,0,37,382,467,974,,,,,ELEC.CONS_UTO.PEL-3.A
ELEC.CONS_UTO_BTU.NG-AL-3.A,0,34,376,422,845,,,,,ELEC.CONS_UTO_BTU.NG-3.A
ELEC.CONS_UTO.NG-AL-3.A,0,37,382,467,976,,,,,ELEC.CONS_UTO.NG-3.A
ELEC.CONS_UTO.COW-AK-96.A,0,37,382,468,977,,,,,ELEC.CONS_UTO.COW-96.A
ELEC.CONS_UTO.PEL-AK-96.A,0,37,382,468,978,,,,,ELEC.CONS_UTO.PEL-96.A
ELEC.CONS_UTO.PC-IA-96.A,0,37,382,468,979,,,,,ELEC.CONS_UTO.PC-96.A
ELEC.CONS_UTO.NG-AK-96.A,0,37,382,468,980,,,,,ELEC.CONS_UTO.NG-96.A
ELEC.CONS_UTO_BTU.COW-AK-96.A,0,34,376,423,846,,,,,ELEC.CONS_UTO_BTU.COW-96.A
ELEC.CONS_UTO.PEL-MAT-4.A,0,37,382,469,982,,,,,ELEC.CONS_UTO.PEL-4.A
ELEC.SULFUR_CONTENT.SUB-AK-94.A,0,41142,41154,41438,41943,,,,,ELEC.SULFUR_CONTENT.SUB-94.A
ELEC.CONS_UTO.NG-MAT-4.A,0,37,382,469,984,,,,,ELEC.CONS_UTO.NG-4.A
ELEC.CONS_UTO.COW-AK-5.A,0,37,382,470,985,,,,,ELEC.CONS_UTO.COW-5.A
ELEC.CONS_UTO.PEL-AK-5.A,0,37,382,470,986,,,,,ELEC.CONS_UTO.PEL-5.A
ELEC.CONS_UTO.PC-IA-5.A,0,37,382,470,987,,,,,ELEC.CONS_UTO.PC-5.A
ELEC.CONS_UTO.NG-AK-5.A,0,37,382,470,988,,,,,ELEC.CONS_UTO.NG-5.A
ELEC.CONS_UTO.COW-AL-97.A,0,37,382,471,989,,,,,ELEC.CONS_UTO.COW-97.A
ELEC.CONS_UTO.PEL-AK-97.A,0,37,382,471,990,,,,,ELEC.CONS_UTO.PEL-97.A
ELEC.CONS_UTO.PC-AR-97.A,0,37,382,471,991,,,,,ELEC.CONS_UTO.PC-97.A
ELEC.CONS_UTO.NG-AK-97.A,0,37,382,471,992,,,,,ELEC.CONS_UTO.NG-97.A
ELEC.COST_BTU.COW-ENC-96.M,0,41141,41152,41423,41808,,,,,ELEC.COST_BTU.COW-96.A
ELEC.SULFUR_CONTENT.COW-AK-3.A,0,41142,41154,41440,41955,,,,,ELEC.SULFUR_CONTENT.COW-3.A
ELEC.SULFUR_CONTENT.BIT-AL-3.A,0,41142,41154,41440,41956,,,,,ELEC.SULFUR_CONTENT.BIT-3.A
ELEC.CONS_UTO.COW-AL-7.A,0,37,382,473,997,,,,,ELEC.CONS_UTO.COW-7.A
ELEC.CONS_UTO.PEL-AK-7.A,0,37,382,473,998,,,,,ELEC.CONS_UTO.PEL-7.A
ELEC.CONS_UTO.PC-AR-7.A,0,37,382,473,999,,,,,ELEC.CONS_UTO.PC-7.A
ELEC.CONS_UTO.NG-AK-7.A,0,37,382,473,1000,,,,,ELEC.CONS_UTO.NG-7.A
ELEC.SULFUR_CONTENT.COW-AK-96.A,0,41142,41154,41441,41962,,,,,ELEC.SULFUR_CONTENT.COW-96.A
ELEC.SULFUR_CONTENT.BIT-ENC-96.A,0,41142,41154,41441,41963,,,,,ELEC.SULFUR_CONTENT.BIT-96.A
ELEC.SULFUR_CONTENT.SUB-AK-96.A,0,41142,41154,41441,41964,,,,,ELEC.SULFUR_CONTENT.SUB-96.A
ELEC.COST_BTU.SUB-US-96.A,0,41141,41152,41423,41810,,,,,ELEC.COST_BTU.SUB-96.A
ELEC.SULFUR_CONTENT.PEL-AK-96.A,0,41142,41154,41441,41966,,,,,ELEC.SULFUR_CONTENT.PEL-96.A
ELEC.SULFUR_CONTENT.PC-IA-96.A,0,41142,41154,41441,41967,,,,,ELEC.SULFUR_CONTENT.PC-96.A
ELEC.SULFUR_CONTENT.PEL-AZ-4.M,0,41142,41154,41442,41973,,,,,ELEC.SULFUR_CONTENT.PEL-4.A
ELEC.SULFUR_CONTENT.COW-AK-5.A,0,41142,41154,41443,41976,,,,,ELEC.SULFUR_CONTENT.COW-5.A
ELEC.SULFUR_CONTENT.BIT-ENC-5.A,0,41142,41154,41443,41977,,,,,ELEC.SULFUR_CONTENT.BIT-5.A
ELEC.SULFUR_CONTENT.SUB-AK-5.A,0,41142,41154,41443,41978,,,,,ELEC.SULFUR_CONTENT.SUB-5.A
ELEC.CONS_EG_BTU.COW-ENC-6.A,0,33,374,412,818,,,,,ELEC.CONS_EG_BTU.COW-6.A
ELEC.SULFUR_CONTENT.PEL-AK-5.A,0,41142,41154,41443,41980,,,,,ELEC.SULFUR_CONTENT.PEL-5.A
ELEC.SULFUR_CONTENT.PC-IA-5.A,0,41142,41154,41443,41981,,,,,ELEC.SULFUR_CONTENT.PC-5.A
ELEC.COST_BTU.PC-US-96.A,0,41141,41152,41423,41813,,,,,ELEC.COST_BTU.PC-96.A
